Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,6117,6061,56,0.92,0,0.0,1.0
30-60s,6386,6327,59,0.92,0,0.0,1.0
60-90s,6222,6166,56,0.9,0,0.0,1.0
90-120s,6168,6106,62,1.01,0,0.0,1.0
120-150s,21277,3409,773,3.63,17095,80.34,20.0
150-180s,22230,2345,598,2.69,19287,86.76,20.0
180-210s,22082,2266,543,2.46,19273,87.28,20.0
210-240s,22466,2251,567,2.52,19648,87.46,20.0
240-270s,21986,2072,519,2.36,19395,88.22,20.0
270-300s,21486,2407,596,2.77,18483,86.02,20.0
300-330s,21550,2374,577,2.68,18599,86.31,20.0
330-360s,21270,2328,557,2.62,18385,86.44,20.0
360-390s,21300,2476,611,2.87,18213,85.51,20.0
390-420s,21519,2127,562,2.61,18830,87.5,20.0
420-450s,18747,5322,69,0.37,13356,71.24,1.0
450-480s,6187,6128,59,0.95,0,0.0,1.0
480-510s,6407,6353,54,0.84,0,0.0,1.0
510-540s,6032,5976,56,0.93,0,0.0,1.0
