Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,9570,9483,87,0.91,0,0.0,1.0
30-60s,9770,9674,96,0.98,0,0.0,1.0
60-90s,9667,9580,87,0.9,0,0.0,1.0
90-120s,9749,9667,82,0.84,0,0.0,1.0
120-150s,22430,3556,873,3.89,18001,80.25,20.0
150-180s,22462,2617,638,2.84,19207,85.51,20.0
180-210s,21953,2424,628,2.86,18901,86.1,20.0
210-240s,22146,2252,580,2.62,19314,87.21,20.0
240-270s,21884,2517,631,2.88,18736,85.62,20.0
270-300s,21582,2874,690,3.2,18018,83.49,20.0
300-330s,21451,2169,561,2.62,18721,87.27,20.0
330-360s,21487,2658,647,3.01,18182,84.62,20.0
360-390s,21251,2156,538,2.53,18557,87.32,20.0
390-420s,21210,2749,644,3.04,17817,84.0,20.0
420-450s,18175,7296,68,0.37,10811,59.48,1.0
450-480s,9579,9476,103,1.08,0,0.0,1.0
480-510s,9558,9459,99,1.04,0,0.0,1.0
510-540s,9633,9536,97,1.01,0,0.0,1.0
