Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,11139,11035,104,0.93,0,0.0,1.0
30-60s,11640,11522,118,1.01,0,0.0,1.0
60-90s,11524,11419,105,0.91,0,0.0,1.0
90-120s,11607,11497,110,0.95,0,0.0,1.0
120-150s,23191,4081,919,3.96,18191,78.44,20.0
150-180s,23338,2887,673,2.88,19778,84.75,20.0
180-210s,23238,2665,685,2.95,19888,85.58,20.0
210-240s,23369,2260,589,2.52,20520,87.81,20.0
240-270s,22721,2561,629,2.77,19531,85.96,20.0
270-300s,23080,2521,619,2.68,19940,86.4,20.0
300-330s,22165,2358,596,2.69,19211,86.67,20.0
330-360s,22666,2505,649,2.86,19512,86.08,20.0
360-390s,22556,2653,635,2.82,19268,85.42,20.0
390-420s,22223,2544,632,2.84,19047,85.71,20.0
420-450s,18351,8648,105,0.57,9598,52.3,1.0
450-480s,11541,11436,105,0.91,0,0.0,1.0
480-510s,11559,11430,129,1.12,0,0.0,1.0
510-540s,11546,11435,111,0.96,0,0.0,1.0
