Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,17291,17111,180,1.04,0,0.0,1.0
30-60s,17447,17281,166,0.95,0,0.0,1.0
60-90s,17444,17277,167,0.96,0,0.0,1.0
90-120s,17491,17310,181,1.03,0,0.0,1.0
120-150s,23227,4123,1002,4.31,18102,77.94,20.0
150-180s,22632,2551,623,2.75,19458,85.98,20.0
180-210s,22129,2648,691,3.12,18790,84.91,20.0
210-240s,22368,2830,730,3.26,18808,84.08,20.0
240-270s,21663,2847,692,3.19,18124,83.66,20.0
270-300s,21263,2552,639,3.01,18072,84.99,20.0
300-330s,21471,2630,703,3.27,18138,84.48,20.0
330-360s,21305,2959,734,3.45,17612,82.67,20.0
360-390s,21968,3048,751,3.42,18169,82.71,20.0
390-420s,21719,2706,653,3.01,18360,84.53,20.0
420-450s,21309,12154,130,0.61,9025,42.35,1.0
450-480s,17387,17247,140,0.81,0,0.0,1.0
480-510s,17412,17255,157,0.9,0,0.0,1.0
510-540s,17391,17234,157,0.9,0,0.0,1.0
