Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,14390,14256,134,0.93,0,0.0,1.0
30-60s,14784,14638,146,0.99,0,0.0,1.0
60-90s,14859,14730,129,0.87,0,0.0,1.0
90-120s,14737,14583,154,1.04,0,0.0,1.0
120-150s,23801,4020,946,3.97,18835,79.14,20.0
150-180s,23261,2588,659,2.83,20014,86.04,20.0
180-210s,23167,2657,642,2.77,19868,85.76,20.0
210-240s,23196,2594,657,2.83,19945,85.98,20.0
240-270s,23189,2849,699,3.01,19641,84.7,20.0
270-300s,23429,2443,622,2.65,20364,86.92,20.0
300-330s,23623,2477,651,2.76,20495,86.76,20.0
330-360s,23015,3057,703,3.05,19255,83.66,20.0
360-390s,23097,2664,692,3.0,19741,85.47,20.0
390-420s,22471,2903,752,3.35,18816,83.73,20.0
420-450s,20496,10103,97,0.47,10296,50.23,1.0
450-480s,14801,14674,127,0.86,0,0.0,1.0
480-510s,14740,14594,146,0.99,0,0.0,1.0
510-540s,14717,14562,155,1.05,0,0.0,1.0
