Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,16406,16256,150,0.91,0,0.0,1.0
30-60s,16110,15928,182,1.13,0,0.0,1.0
60-90s,16316,16156,160,0.98,0,0.0,1.0
90-120s,16470,16320,150,0.91,0,0.0,1.0
120-150s,24174,4351,1045,4.32,18778,77.68,20.0
150-180s,23471,2227,580,2.47,20664,88.04,20.0
180-210s,23396,3090,728,3.11,19578,83.68,20.0
210-240s,23095,2694,700,3.03,19701,85.3,20.0
240-270s,23059,2577,655,2.84,19827,85.98,20.0
270-300s,22800,3256,772,3.39,18772,82.33,20.0
300-330s,22700,2525,641,2.82,19534,86.05,20.0
330-360s,23636,2894,689,2.92,20053,84.84,20.0
360-390s,22340,2577,665,2.98,19098,85.49,20.0
390-420s,22345,2645,666,2.98,19034,85.18,20.0
420-450s,21063,11486,114,0.54,9463,44.93,1.0
450-480s,16443,16269,174,1.06,0,0.0,1.0
480-510s,16376,16209,167,1.02,0,0.0,1.0
510-540s,16415,16235,180,1.1,0,0.0,1.0
