Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,15307,15136,171,1.12,0,0.0,1.0
30-60s,15339,15202,137,0.89,0,0.0,1.0
60-90s,15349,15191,158,1.03,0,0.0,1.0
90-120s,15284,15120,164,1.07,0,0.0,1.0
120-150s,23727,4225,1039,4.38,18463,77.81,20.0
150-180s,23775,2453,632,2.66,20690,87.02,20.0
180-210s,23212,2576,676,2.91,19960,85.99,20.0
210-240s,22937,2706,665,2.9,19566,85.3,20.0
240-270s,22604,2713,668,2.96,19223,85.04,20.0
270-300s,22818,2562,632,2.77,19624,86.0,20.0
300-330s,23030,2669,654,2.84,19707,85.57,20.0
330-360s,23012,2831,697,3.03,19484,84.67,20.0
360-390s,22889,2654,671,2.93,19564,85.47,20.0
390-420s,22917,2784,674,2.94,19459,84.91,20.0
420-450s,20265,11081,111,0.55,9073,44.77,1.0
450-480s,15418,15253,165,1.07,0,0.0,1.0
480-510s,15294,15141,153,1.0,0,0.0,1.0
510-540s,15313,15169,144,0.94,0,0.0,1.0
