Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,5817,5743,74,1.27,0,0.0,1.0
30-60s,5778,5710,68,1.18,0,0.0,1.0
60-90s,6020,5963,57,0.95,0,0.0,1.0
90-120s,5934,5876,58,0.98,0,0.0,1.0
120-150s,21578,3191,752,3.49,17635,81.73,20.0
150-180s,22605,2269,611,2.7,19725,87.26,20.0
180-210s,22306,2548,599,2.69,19159,85.89,20.0
210-240s,22234,2233,598,2.69,19403,87.27,20.0
240-270s,22041,2065,560,2.54,19416,88.09,20.0
270-300s,22084,2531,599,2.71,18954,85.83,20.0
300-330s,22116,2473,592,2.68,19051,86.14,20.0
330-360s,22662,1931,495,2.18,20236,89.29,20.0
360-390s,21165,2398,601,2.84,18166,85.83,20.0
390-420s,21118,2279,555,2.63,18284,86.58,20.0
420-450s,16865,4586,55,0.33,12224,72.48,1.0
450-480s,5946,5885,61,1.03,0,0.0,1.0
480-510s,5840,5776,64,1.1,0,0.0,1.0
510-540s,6114,6055,59,0.96,0,0.0,1.0
