Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,1024,1012,12,1.17,0,0.0,1.0
10-20s,1081,1069,12,1.11,0,0.0,1.0
20-30s,1002,988,14,1.4,0,0.0,2.0
30-40s,1107,1049,58,5.24,0,0.0,6.0
40-50s,1142,1121,21,1.84,0,0.0,2.0
50-60s,1155,1108,47,4.07,0,0.0,6.0
60-70s,1045,1023,22,2.11,0,0.0,2.0
70-80s,1071,986,85,7.94,0,0.0,6.0
80-90s,1026,1008,18,1.75,0,0.0,2.0
90-100s,1028,979,49,4.77,0,0.0,6.0
100-110s,1073,1043,30,2.8,0,0.0,2.0
110-120s,1117,1058,59,5.28,0,0.0,6.0
120-130s,1120,1101,19,1.7,0,0.0,2.0
130-140s,1072,1016,56,5.22,0,0.0,6.0
140-150s,960,944,16,1.67,0,0.0,2.0
150-160s,1084,1029,55,5.07,0,0.0,6.0
160-170s,1077,1053,24,2.23,0,0.0,2.0
170-180s,1140,1077,63,5.53,0,0.0,6.0
180-190s,1105,1083,22,1.99,0,0.0,2.0
190-200s,1121,1060,61,5.44,0,0.0,6.0
200-210s,935,925,10,1.07,0,0.0,1.0
210-220s,1151,1141,10,0.87,0,0.0,1.0
