Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,2463,2436,27,1.1,0,0.0,1.0
10-20s,2478,2446,32,1.29,0,0.0,1.0
20-30s,2417,2368,49,2.03,0,0.0,2.0
30-40s,2688,2512,176,6.55,0,0.0,6.0
40-50s,2483,2436,47,1.89,0,0.0,2.0
50-60s,2421,2297,124,5.12,0,0.0,6.0
60-70s,2443,2379,64,2.62,0,0.0,2.0
70-80s,2549,2402,147,5.77,0,0.0,6.0
80-90s,2430,2380,50,2.06,0,0.0,2.0
90-100s,2574,2415,159,6.18,0,0.0,6.0
100-110s,2345,2300,45,1.92,0,0.0,2.0
110-120s,2491,2338,153,6.14,0,0.0,6.0
120-130s,2479,2432,47,1.9,0,0.0,2.0
130-140s,2431,2288,143,5.88,0,0.0,6.0
140-150s,2509,2468,41,1.63,0,0.0,2.0
150-160s,2430,2303,127,5.23,0,0.0,6.0
160-170s,2392,2339,53,2.22,0,0.0,2.0
170-180s,7814,2349,144,1.84,5321,68.1,6.0
180-190s,5917,2391,39,0.66,3487,58.93,2.0
190-200s,2520,2384,136,5.4,0,0.0,6.0
200-210s,2478,2446,32,1.29,0,0.0,1.0
210-220s,2518,2495,23,0.91,0,0.0,1.0
