Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,1936,1913,23,1.19,0,0.0,1.0
10-20s,1901,1875,26,1.37,0,0.0,1.0
20-30s,1960,1926,34,1.73,0,0.0,2.0
30-40s,1963,1849,114,5.81,0,0.0,6.0
40-50s,1920,1882,38,1.98,0,0.0,2.0
50-60s,2035,1898,137,6.73,0,0.0,6.0
60-70s,1795,1763,32,1.78,0,0.0,2.0
70-80s,1816,1706,110,6.06,0,0.0,6.0
80-90s,1826,1783,43,2.35,0,0.0,2.0
90-100s,1895,1771,124,6.54,0,0.0,6.0
100-110s,1981,1939,42,2.12,0,0.0,2.0
110-120s,1938,1823,115,5.93,0,0.0,6.0
120-130s,6890,1938,37,0.54,4915,71.34,2.0
130-140s,6879,1628,92,1.34,5159,75.0,6.0
140-150s,1849,1813,36,1.95,0,0.0,2.0
150-160s,1887,1788,99,5.25,0,0.0,6.0
160-170s,1902,1867,35,1.84,0,0.0,2.0
170-180s,1861,1751,110,5.91,0,0.0,6.0
180-190s,1868,1829,39,2.09,0,0.0,2.0
190-200s,1876,1757,119,6.34,0,0.0,6.0
200-210s,1762,1742,20,1.14,0,0.0,1.0
210-220s,1837,1816,21,1.14,0,0.0,1.0
