Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,4958,4912,46,0.93,0,0.0,1.0
10-20s,5404,5339,65,1.2,0,0.0,1.0
20-30s,5423,5339,84,1.55,0,0.0,2.0
30-40s,6566,5283,271,4.13,1012,15.41,6.0
40-50s,7766,4443,101,1.3,3222,41.49,2.0
50-60s,7912,4395,259,3.27,3258,41.18,6.0
60-70s,7822,3957,89,1.14,3776,48.27,2.0
70-80s,7850,4221,253,3.22,3376,43.01,6.0
80-90s,7842,4293,95,1.21,3454,44.04,2.0
90-100s,7753,4419,291,3.75,3043,39.25,6.0
100-110s,7732,4374,98,1.27,3260,42.16,2.0
110-120s,7828,4520,274,3.5,3034,38.76,6.0
120-130s,7791,4473,100,1.28,3218,41.3,2.0
130-140s,7849,4463,251,3.2,3135,39.94,6.0
140-150s,7842,4297,118,1.5,3427,43.7,2.0
150-160s,7877,4004,245,3.11,3628,46.06,6.0
160-170s,7583,3990,81,1.07,3512,46.31,2.0
170-180s,7799,4332,262,3.36,3205,41.1,6.0
180-190s,7836,4113,101,1.29,3622,46.22,2.0
190-200s,7589,4138,268,3.53,3183,41.94,6.0
200-210s,7749,4237,55,0.71,3457,44.61,1.0
210-220s,6566,5128,57,0.87,1381,21.03,1.0
