Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,1448,1433,15,1.04,0,0.0,1.0
10-20s,1565,1548,17,1.09,0,0.0,1.0
20-30s,1505,1468,37,2.46,0,0.0,2.0
30-40s,1556,1455,101,6.49,0,0.0,6.0
40-50s,1627,1589,38,2.34,0,0.0,2.0
50-60s,1600,1517,83,5.19,0,0.0,6.0
60-70s,1556,1528,28,1.8,0,0.0,2.0
70-80s,1595,1498,97,6.08,0,0.0,6.0
80-90s,1594,1561,33,2.07,0,0.0,2.0
90-100s,1504,1432,72,4.79,0,0.0,6.0
100-110s,1542,1510,32,2.08,0,0.0,2.0
110-120s,1612,1529,83,5.15,0,0.0,6.0
120-130s,1694,1663,31,1.83,0,0.0,2.0
130-140s,1534,1458,76,4.95,0,0.0,6.0
140-150s,1585,1554,31,1.96,0,0.0,2.0
150-160s,1559,1455,104,6.67,0,0.0,6.0
160-170s,1572,1546,26,1.65,0,0.0,2.0
170-180s,1516,1443,73,4.82,0,0.0,6.0
180-190s,1569,1539,30,1.91,0,0.0,2.0
190-200s,1467,1377,90,6.13,0,0.0,6.0
200-210s,1494,1478,16,1.07,0,0.0,1.0
210-220s,1572,1555,17,1.08,0,0.0,1.0
