Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,2944,2923,21,0.71,0,0.0,1.0
10-20s,3026,2997,29,0.96,0,0.0,1.0
20-30s,3095,3024,71,2.29,0,0.0,2.0
30-40s,4448,2983,199,4.47,1266,28.46,6.0
40-50s,7866,2891,54,0.69,4921,62.56,2.0
50-60s,5435,2992,193,3.55,2250,41.4,6.0
60-70s,3118,3063,55,1.76,0,0.0,2.0
70-80s,3207,3024,183,5.71,0,0.0,6.0
80-90s,3093,3025,68,2.2,0,0.0,2.0
90-100s,6790,2890,174,2.56,3726,54.87,6.0
100-110s,7547,2929,75,0.99,4543,60.2,2.0
110-120s,3129,2908,221,7.06,0,0.0,6.0
120-130s,3108,3036,72,2.32,0,0.0,2.0
130-140s,6300,2983,166,2.63,3151,50.02,6.0
140-150s,7908,2923,60,0.76,4925,62.28,2.0
150-160s,3525,2962,203,5.76,360,10.21,6.0
160-170s,3061,2988,73,2.38,0,0.0,2.0
170-180s,8583,2835,185,2.16,5563,64.81,6.0
180-190s,7654,2925,60,0.78,4669,61.0,2.0
190-200s,7831,2928,176,2.25,4727,60.36,6.0
200-210s,3503,3045,36,1.03,422,12.05,1.0
210-220s,3084,3052,32,1.04,0,0.0,1.0
