Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,10163,10017,119,1.17,27,0.27,1.0
30-60s,4209,3780,147,3.49,282,6.7,1.0
60-90s,7669,6822,139,1.81,708,9.23,1.0
90-120s,7491,6626,122,1.63,743,9.92,1.0
120-150s,7305,6484,116,1.59,705,9.65,1.0
150-180s,7072,6312,126,1.78,634,8.96,1.0
180-210s,7524,6706,147,1.95,671,8.92,1.0
210-240s,7256,6426,146,2.01,684,9.43,1.0
240-270s,7543,6671,134,1.78,738,9.78,1.0
270-300s,7203,6374,142,1.97,687,9.54,1.0
300-330s,7651,6764,135,1.76,752,9.83,1.0
330-360s,10602,9998,112,1.06,492,4.64,1.0
360-390s,10389,10180,106,1.02,103,0.99,1.0
390-420s,10126,9930,95,0.94,101,1.0,1.0
