Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,6670,6587,67,1.0,16,0.24,1.0
30-60s,2994,2650,134,4.48,210,7.01,1.0
60-90s,6021,5342,110,1.83,569,9.45,1.0
90-120s,5826,5196,114,1.96,516,8.86,1.0
120-150s,6147,5520,113,1.84,514,8.36,1.0
150-180s,6174,5484,131,2.12,559,9.05,1.0
180-210s,5799,5159,111,1.91,529,9.12,1.0
210-240s,6129,5420,126,2.06,583,9.51,1.0
240-270s,6135,5424,115,1.87,596,9.71,1.0
270-300s,5651,4952,126,2.23,573,10.14,1.0
300-330s,5792,5137,106,1.83,549,9.48,1.0
330-360s,7009,6699,78,1.11,232,3.31,1.0
360-390s,5863,5790,56,0.96,17,0.29,1.0
390-420s,5810,5754,46,0.79,10,0.17,1.0
