Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,10045,9889,108,1.08,48,0.48,1.0
30-60s,3794,3371,144,3.8,279,7.35,1.0
60-90s,7649,6803,130,1.7,716,9.36,1.0
90-120s,6802,6029,119,1.75,654,9.61,1.0
120-150s,6804,6095,114,1.68,595,8.74,1.0
150-180s,7001,6190,134,1.91,677,9.67,1.0
180-210s,6269,5570,127,2.03,572,9.12,1.0
210-240s,6599,5801,117,1.77,681,10.32,1.0
240-270s,7067,6276,127,1.8,664,9.4,1.0
270-300s,6746,5942,130,1.93,674,9.99,1.0
300-330s,6057,5381,125,2.06,551,9.1,1.0
330-360s,9712,8987,126,1.3,599,6.17,1.0
360-390s,10346,10171,99,0.96,76,0.73,1.0
390-420s,10242,9959,94,0.92,189,1.85,1.0
