Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,12986,12764,126,0.97,96,0.74,1.0
30-60s,4999,4448,168,3.36,383,7.66,1.0
60-90s,9352,8263,146,1.56,943,10.08,1.0
90-120s,9063,8044,154,1.7,865,9.54,1.0
120-150s,8404,7485,131,1.56,788,9.38,1.0
150-180s,8357,7327,139,1.66,891,10.66,1.0
180-210s,8539,7582,142,1.66,815,9.54,1.0
210-240s,9199,8183,145,1.58,871,9.47,1.0
240-270s,9153,8122,142,1.55,889,9.71,1.0
270-300s,9259,8224,137,1.48,898,9.7,1.0
300-330s,9093,8024,148,1.63,921,10.13,1.0
330-360s,12342,11646,141,1.14,555,4.5,1.0
360-390s,12858,12608,102,0.79,148,1.15,1.0
390-420s,13035,12776,130,1.0,129,0.99,1.0
