Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,9441,9326,82,0.87,33,0.35,1.0
30-60s,3642,3198,166,4.56,278,7.63,1.0
60-90s,6685,5961,121,1.81,603,9.02,1.0
90-120s,6312,5621,116,1.84,575,9.11,1.0
120-150s,6710,5970,116,1.73,624,9.3,1.0
150-180s,6132,5452,108,1.76,572,9.33,1.0
180-210s,6405,5648,110,1.72,647,10.1,1.0
210-240s,6855,6063,136,1.98,656,9.57,1.0
240-270s,6129,5385,126,2.06,618,10.08,1.0
270-300s,6311,5650,114,1.81,547,8.67,1.0
300-330s,6661,5926,118,1.77,617,9.26,1.0
330-360s,9075,8629,107,1.18,339,3.74,1.0
360-390s,9234,9139,84,0.91,11,0.12,1.0
390-420s,9033,8881,97,1.07,55,0.61,1.0
