Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,6343,6302,37,0.58,4,0.06,1.0
30-60s,2512,2248,126,5.02,138,5.49,1.0
60-90s,4538,3992,98,2.16,448,9.87,1.0
90-120s,4549,4009,92,2.02,448,9.85,1.0
120-150s,4510,4031,99,2.2,380,8.43,1.0
150-180s,4405,3907,87,1.98,411,9.33,1.0
180-210s,4732,4234,107,2.26,391,8.26,1.0
210-240s,4786,4266,100,2.09,420,8.78,1.0
240-270s,4763,4258,107,2.25,398,8.36,1.0
270-300s,4343,3844,109,2.51,390,8.98,1.0
300-330s,4690,4186,103,2.2,401,8.55,1.0
330-360s,6297,6029,85,1.35,183,2.91,1.0
360-390s,6529,6436,73,1.12,20,0.31,1.0
390-420s,5993,5908,60,1.0,25,0.42,1.0
