Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,5164,5109,55,1.07,0,0.0,1.0
20-40s,5298,5249,49,0.92,0,0.0,1.0
40-60s,5435,5384,51,0.94,0,0.0,1.0
60-80s,15423,2772,677,4.39,11974,77.64,20.0
80-100s,15602,3130,33,0.21,12439,79.73,1.0
100-120s,8122,5007,51,0.63,3064,37.72,1.0
120-140s,5239,5180,59,1.13,0,0.0,1.0
140-160s,16464,531,735,4.46,15198,92.31,60.0
160-180s,15741,2214,29,0.18,13498,85.75,1.0
180-200s,8410,5067,49,0.58,3294,39.17,1.0
200-220s,5293,5248,45,0.85,0,0.0,1.0
220-240s,16009,73,740,4.62,15196,94.92,100.0
240-260s,15260,2060,27,0.18,13173,86.32,1.0
260-280s,8661,5076,52,0.6,3533,40.79,1.0
280-300s,5340,5290,50,0.94,0,0.0,1.0
