Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,10430,10320,110,1.05,0,0.0,1.0
20-40s,10858,10753,105,0.97,0,0.0,1.0
40-60s,10845,10749,96,0.89,0,0.0,1.0
60-80s,15682,2885,659,4.2,12138,77.4,20.0
80-100s,14562,6707,96,0.66,7759,53.28,1.0
100-120s,10862,10755,107,0.99,0,0.0,1.0
120-140s,10905,10780,125,1.15,0,0.0,1.0
140-160s,15865,927,742,4.68,14196,89.48,60.0
160-180s,14847,3502,43,0.29,11302,76.12,1.0
180-200s,12367,10489,118,0.95,1760,14.23,1.0
200-220s,10876,10748,128,1.18,0,0.0,1.0
220-240s,15597,457,662,4.24,14478,92.83,100.0
240-260s,14543,4221,36,0.25,10286,70.73,1.0
260-280s,12071,10523,103,0.85,1445,11.97,1.0
280-300s,10869,10747,122,1.12,0,0.0,1.0
