Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,9607,9493,114,1.19,0,0.0,1.0
20-40s,9919,9824,95,0.96,0,0.0,1.0
40-60s,10043,9948,95,0.95,0,0.0,1.0
60-80s,16209,3078,659,4.07,12472,76.94,20.0
80-100s,15374,6559,77,0.5,8738,56.84,1.0
100-120s,9924,9801,87,0.88,36,0.36,1.0
120-140s,9953,9846,107,1.08,0,0.0,1.0
140-160s,15639,843,758,4.85,14038,89.76,60.0
160-180s,14795,3300,62,0.42,11433,77.28,1.0
180-200s,12164,9284,95,0.78,2785,22.9,1.0
200-220s,9943,9841,102,1.03,0,0.0,1.0
220-240s,16055,365,685,4.27,15005,93.46,100.0
240-260s,14669,3826,40,0.27,10803,73.65,1.0
260-280s,11538,9661,102,0.88,1775,15.38,1.0
280-300s,10012,9906,106,1.06,0,0.0,1.0
