Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,3142,3113,29,0.92,0,0.0,1.0
20-40s,3420,3389,31,0.91,0,0.0,1.0
40-60s,3220,3191,29,0.9,0,0.0,1.0
60-80s,14793,2286,571,3.86,11936,80.69,20.0
80-100s,15663,2382,31,0.2,13250,84.59,1.0
100-120s,8028,3177,34,0.42,4817,60.0,1.0
120-140s,3391,3359,32,0.94,0,0.0,1.0
140-160s,16379,531,722,4.41,15126,92.35,60.0
160-180s,12453,2152,15,0.12,10286,82.6,1.0
180-200s,3359,3328,31,0.92,0,0.0,1.0
200-220s,3318,3277,41,1.24,0,0.0,1.0
220-240s,15514,73,738,4.76,14703,94.77,100.0
240-260s,12621,1399,13,0.1,11209,88.81,1.0
260-280s,6016,3313,33,0.55,2670,44.38,1.0
280-300s,3141,3111,30,0.96,0,0.0,1.0
