Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,8784,8679,105,1.2,0,0.0,1.0
20-40s,9217,9123,94,1.02,0,0.0,1.0
40-60s,9246,9144,102,1.1,0,0.0,1.0
60-80s,16004,3185,663,4.14,12156,75.96,20.0
80-100s,15427,6114,82,0.53,9231,59.84,1.0
100-120s,9096,9011,85,0.93,0,0.0,1.0
120-140s,9229,9134,95,1.03,0,0.0,1.0
140-160s,16207,996,774,4.78,14437,89.08,60.0
160-180s,15520,3124,76,0.49,12320,79.38,1.0
180-200s,11773,9004,98,0.83,2671,22.69,1.0
200-220s,9367,9283,84,0.9,0,0.0,1.0
220-240s,16023,445,705,4.4,14873,92.82,100.0
240-260s,15331,3601,43,0.28,11687,76.23,1.0
260-280s,11137,9046,95,0.85,1996,17.92,1.0
280-300s,9351,9258,93,0.99,0,0.0,1.0
