Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,3641,3603,38,1.04,0,0.0,1.0
20-40s,3586,3551,35,0.98,0,0.0,1.0
40-60s,3559,3519,40,1.12,0,0.0,1.0
60-80s,12271,2420,608,4.95,9243,75.32,20.0
80-100s,14285,2519,27,0.19,11739,82.18,1.0
100-120s,3489,3453,36,1.03,0,0.0,1.0
120-140s,3545,3509,36,1.02,0,0.0,1.0
140-160s,15850,593,740,4.67,14517,91.59,60.0
160-180s,12058,2047,24,0.2,9987,82.82,1.0
180-200s,3341,3309,32,0.96,0,0.0,1.0
200-220s,3445,3414,31,0.9,0,0.0,1.0
220-240s,15819,83,747,4.72,14989,94.75,100.0
240-260s,14545,1296,14,0.1,13235,90.99,1.0
260-280s,8826,3408,41,0.46,5377,60.92,1.0
280-300s,3534,3496,38,1.08,0,0.0,1.0
