Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,9352,9258,94,1.01,0,0.0,1.0
20-40s,9724,9641,83,0.85,0,0.0,1.0
40-60s,9789,9690,99,1.01,0,0.0,1.0
60-80s,15758,3088,662,4.2,12008,76.2,20.0
80-100s,15553,6006,77,0.5,9470,60.89,1.0
100-120s,12516,9386,89,0.71,3041,24.3,1.0
120-140s,9722,9621,101,1.04,0,0.0,1.0
140-160s,16365,900,756,4.62,14709,89.88,60.0
160-180s,15336,3220,51,0.33,12065,78.67,1.0
180-200s,11926,9284,83,0.7,2559,21.46,1.0
200-220s,9772,9671,101,1.03,0,0.0,1.0
220-240s,16358,384,686,4.19,15288,93.46,100.0
240-260s,13089,4087,27,0.21,8975,68.57,1.0
260-280s,9779,9694,85,0.87,0,0.0,1.0
280-300s,9909,9807,102,1.03,0,0.0,1.0
