Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,7382,7305,77,1.04,0,0.0,1.0
20-40s,7392,7313,79,1.07,0,0.0,1.0
40-60s,7579,7505,74,0.98,0,0.0,1.0
60-80s,15625,2898,680,4.35,12047,77.1,20.0
80-100s,13790,5229,61,0.44,8500,61.64,1.0
100-120s,7589,7510,79,1.04,0,0.0,1.0
120-140s,7780,7708,72,0.93,0,0.0,1.0
140-160s,16356,814,752,4.6,14790,90.43,60.0
160-180s,13811,2943,27,0.2,10841,78.5,1.0
180-200s,7663,7580,83,1.08,0,0.0,1.0
200-220s,7569,7488,81,1.07,0,0.0,1.0
220-240s,16520,251,704,4.26,15565,94.22,100.0
240-260s,15443,2893,34,0.22,12516,81.05,1.0
260-280s,10361,7323,81,0.78,2957,28.54,1.0
280-300s,7716,7636,80,1.04,0,0.0,1.0
