Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,3071,3040,28,0.91,3,0.1,1.0
10-20s,3051,3018,27,0.88,6,0.2,1.0
20-30s,3052,2973,62,2.03,17,0.56,2.0
30-40s,3305,3046,179,5.42,80,2.42,6.0
40-50s,3017,2856,53,1.76,108,3.58,2.0
50-60s,3294,3013,189,5.74,92,2.79,6.0
60-70s,3259,3084,68,2.09,107,3.28,2.0
70-80s,3204,2893,192,5.99,119,3.71,6.0
80-90s,3082,2911,56,1.82,115,3.73,2.0
90-100s,3262,2979,187,5.73,96,2.94,6.0
100-110s,3163,2993,69,2.18,101,3.19,2.0
110-120s,3224,2944,174,5.4,106,3.29,6.0
120-130s,3173,2982,72,2.27,119,3.75,2.0
130-140s,3258,2937,208,6.38,113,3.47,6.0
140-150s,3328,3123,62,1.86,143,4.3,2.0
150-160s,3334,3029,197,5.91,108,3.24,6.0
160-170s,3240,3055,62,1.91,123,3.8,2.0
170-180s,3252,2977,172,5.29,103,3.17,6.0
180-190s,3145,2981,55,1.75,109,3.47,2.0
190-200s,3142,2897,159,5.06,86,2.74,6.0
200-210s,3211,3083,28,0.87,100,3.11,1.0
210-220s,2931,2898,19,0.65,14,0.48,1.0
