Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,3842,3778,46,1.2,18,0.47,1.0
10-20s,4222,4179,40,0.95,3,0.07,1.0
20-30s,4142,4052,73,1.76,17,0.41,2.0
30-40s,4498,4144,255,5.67,99,2.2,6.0
40-50s,4336,4101,94,2.17,141,3.25,2.0
50-60s,4408,4058,245,5.56,105,2.38,6.0
60-70s,4405,4140,100,2.27,165,3.75,2.0
70-80s,4476,4108,256,5.72,112,2.5,6.0
80-90s,4391,4127,101,2.3,163,3.71,2.0
90-100s,4422,4052,246,5.56,124,2.8,6.0
100-110s,4352,4081,96,2.21,175,4.02,2.0
110-120s,4391,4052,220,5.01,119,2.71,6.0
120-130s,4424,4183,98,2.22,143,3.23,2.0
130-140s,4380,3979,280,6.39,121,2.76,6.0
140-150s,4323,4047,90,2.08,186,4.3,2.0
150-160s,4354,4040,219,5.03,95,2.18,6.0
160-170s,4311,4088,79,1.83,144,3.34,2.0
170-180s,4382,4028,245,5.59,109,2.49,6.0
180-190s,4507,4200,104,2.31,203,4.5,2.0
190-200s,4395,4024,247,5.62,124,2.82,6.0
200-210s,4343,4119,61,1.4,163,3.75,1.0
210-220s,4209,4149,31,0.74,29,0.69,1.0
