Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,4950,4881,48,0.97,21,0.42,1.0
10-20s,5237,5173,59,1.13,5,0.1,1.0
20-30s,5270,5129,105,1.99,36,0.68,2.0
30-40s,5613,5102,354,6.31,157,2.8,6.0
40-50s,5474,5169,117,2.14,188,3.43,2.0
50-60s,5622,5141,326,5.8,155,2.76,6.0
60-70s,5545,5236,121,2.18,188,3.39,2.0
70-80s,5496,5099,282,5.13,115,2.09,6.0
80-90s,5514,5219,117,2.12,178,3.23,2.0
90-100s,5601,5116,317,5.66,168,3.0,6.0
100-110s,5489,5207,122,2.22,160,2.91,2.0
110-120s,5583,5071,345,6.18,167,2.99,6.0
120-130s,5486,5203,118,2.15,165,3.01,2.0
130-140s,5619,5143,326,5.8,150,2.67,6.0
140-150s,5496,5202,112,2.04,182,3.31,2.0
150-160s,5588,5140,316,5.65,132,2.36,6.0
160-170s,5564,5240,139,2.5,185,3.32,2.0
170-180s,5569,5107,317,5.69,145,2.6,6.0
180-190s,5470,5195,93,1.7,182,3.33,2.0
190-200s,5598,5148,325,5.81,125,2.23,6.0
200-210s,5448,5197,73,1.34,178,3.27,1.0
210-220s,5339,5247,61,1.14,31,0.58,1.0
