Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-10s,5796,5730,54,0.93,12,0.21,1.0
10-20s,5838,5774,56,0.96,8,0.14,1.0
20-30s,5892,5746,122,2.07,24,0.41,2.0
30-40s,6139,5625,345,5.62,169,2.75,6.0
40-50s,6027,5740,127,2.11,160,2.65,2.0
50-60s,6167,5685,332,5.38,150,2.43,6.0
60-70s,6016,5738,111,1.85,167,2.78,2.0
70-80s,6182,5699,339,5.48,144,2.33,6.0
80-90s,6063,5729,142,2.34,192,3.17,2.0
90-100s,6247,5665,389,6.23,193,3.09,6.0
100-110s,6110,5752,129,2.11,229,3.75,2.0
110-120s,6136,5640,334,5.44,162,2.64,6.0
120-130s,6011,5759,103,1.71,149,2.48,2.0
130-140s,6241,5669,384,6.15,188,3.01,6.0
140-150s,6083,5772,123,2.02,188,3.09,2.0
150-160s,6222,5681,373,5.99,168,2.7,6.0
160-170s,6102,5744,138,2.26,220,3.61,2.0
170-180s,6215,5702,341,5.49,172,2.77,6.0
180-190s,6034,5767,107,1.77,160,2.65,2.0
190-200s,6260,5666,423,6.76,171,2.73,6.0
200-210s,6047,5790,68,1.12,189,3.13,1.0
210-220s,5856,5782,55,0.94,19,0.32,1.0
