Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-60s,29932,29629,303,1.01,0,0.0,1.0
60-120s,29917,29511,406,1.36,0,0.0,1.5
120-180s,35587,29262,627,1.76,5698,16.01,2.0
180-240s,30371,29618,753,2.48,0,0.0,2.5
240-300s,37499,26759,819,2.18,9921,26.46,3.0
300-360s,37575,25900,924,2.46,10751,28.61,3.5
360-420s,36567,24459,1018,2.78,11090,30.33,4.0
420-480s,35487,21897,1031,2.91,12559,35.39,4.5
480-540s,35756,20975,1077,3.01,13704,38.33,5.0
540-600s,30576,28484,276,0.9,1816,5.94,1.0
