Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,12939,12820,117,0.9,2,0.02,1.0
30-60s,8927,8382,225,2.52,320,3.58,1.0
60-90s,8542,7844,187,2.19,511,5.98,1.0
90-120s,8626,7945,187,2.17,494,5.73,1.0
120-150s,9324,8513,175,1.88,636,6.82,1.0
150-180s,9022,8181,191,2.12,650,7.2,1.0
180-210s,9487,8586,196,2.07,705,7.43,1.0
210-240s,9816,8774,181,1.84,861,8.77,1.0
240-270s,9703,8672,192,1.98,839,8.65,1.0
270-300s,9324,8365,179,1.92,780,8.37,1.0
300-330s,9521,8529,187,1.96,805,8.45,1.0
330-360s,12308,11890,130,1.06,288,2.34,1.0
360-390s,12549,12429,119,0.95,1,0.01,1.0
390-420s,12492,12345,134,1.07,13,0.1,1.0
