Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,10736,10566,146,1.36,24,0.22,1.0
30-60s,8608,8136,209,2.43,263,3.06,1.0
60-90s,7798,7187,199,2.55,412,5.28,1.0
90-120s,8044,7328,179,2.23,537,6.68,1.0
120-150s,8678,7820,188,2.17,670,7.72,1.0
150-180s,8607,7695,181,2.1,731,8.49,1.0
180-210s,8460,7586,162,1.91,712,8.42,1.0
210-240s,8562,7691,177,2.07,694,8.11,1.0
240-270s,8800,7914,177,2.01,709,8.06,1.0
270-300s,8949,8008,185,2.07,756,8.45,1.0
300-330s,8865,7919,201,2.27,745,8.4,1.0
330-360s,11739,11230,133,1.13,376,3.2,1.0
360-390s,11129,10978,145,1.3,6,0.05,1.0
390-420s,10429,10222,151,1.45,56,0.54,1.0
