Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,7533,7211,186,2.47,136,1.81,1.0
30-60s,5480,5145,167,3.05,168,3.07,1.0
60-90s,4775,4361,173,3.62,241,5.05,1.0
90-120s,4995,4602,171,3.42,222,4.44,1.0
120-150s,5049,4580,190,3.76,279,5.53,1.0
150-180s,4886,4423,150,3.07,313,6.41,1.0
180-210s,4815,4369,158,3.28,288,5.98,1.0
210-240s,4932,4377,157,3.18,398,8.07,1.0
240-270s,5081,4568,171,3.37,342,6.73,1.0
270-300s,4947,4389,171,3.46,387,7.82,1.0
300-330s,4848,4289,159,3.28,400,8.25,1.0
330-360s,6749,6401,151,2.24,197,2.92,1.0
360-390s,7771,7437,139,1.79,195,2.51,1.0
390-420s,7492,7174,147,1.96,171,2.28,1.0
