Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,8603,8246,213,2.48,144,1.67,1.0
30-60s,9273,8600,193,2.08,480,5.18,1.0
60-90s,9585,8655,204,2.13,726,7.57,1.0
90-120s,9522,8660,192,2.02,670,7.04,1.0
120-150s,9983,8956,186,1.86,841,8.42,1.0
150-180s,9687,8672,193,1.99,822,8.49,1.0
180-210s,9538,8595,202,2.12,741,7.77,1.0
210-240s,10045,9101,176,1.75,768,7.65,1.0
240-270s,9585,8626,185,1.93,774,8.08,1.0
270-300s,9932,8921,185,1.86,826,8.32,1.0
300-330s,9671,8714,194,2.01,763,7.89,1.0
330-360s,9260,8838,148,1.6,274,2.96,1.0
360-390s,8481,8082,157,1.85,242,2.85,1.0
390-420s,8960,8669,123,1.37,168,1.88,1.0
