Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,9186,9073,113,1.23,0,0.0,1.0
30-60s,7493,7145,184,2.46,164,2.19,1.0
60-90s,7350,6770,180,2.45,400,5.44,1.0
90-120s,7908,7145,182,2.3,581,7.35,1.0
120-150s,7789,7006,169,2.17,614,7.88,1.0
150-180s,7847,7097,148,1.89,602,7.67,1.0
180-210s,7585,6873,189,2.49,523,6.9,1.0
210-240s,8021,7283,168,2.09,570,7.11,1.0
240-270s,7804,7031,158,2.02,615,7.88,1.0
270-300s,8019,7171,164,2.05,684,8.53,1.0
300-330s,8039,7198,183,2.28,658,8.19,1.0
330-360s,8937,8433,142,1.59,362,4.05,1.0
360-390s,9983,9853,106,1.06,24,0.24,1.0
390-420s,9455,9304,125,1.32,26,0.27,1.0
