Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,15165,14963,185,1.22,17,0.11,1.0
30-60s,10931,10214,254,2.32,463,4.24,1.0
60-90s,11211,10170,204,1.82,837,7.47,1.0
90-120s,10485,9458,228,2.17,799,7.62,1.0
120-150s,11431,10288,198,1.73,945,8.27,1.0
150-180s,11100,9966,206,1.86,928,8.36,1.0
180-210s,11396,10301,191,1.68,904,7.93,1.0
210-240s,11649,10480,186,1.6,983,8.44,1.0
240-270s,11044,9886,218,1.97,940,8.51,1.0
270-300s,11563,10333,196,1.7,1034,8.94,1.0
300-330s,11190,10007,189,1.69,994,8.88,1.0
330-360s,14514,14058,145,1.0,311,2.14,1.0
360-390s,15112,14879,161,1.07,72,0.48,1.0
390-420s,15031,14874,141,0.94,16,0.11,1.0
