Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,9599,9500,99,1.03,0,0.0,1.0
30-60s,7279,6871,196,2.69,212,2.91,1.0
60-90s,7185,6556,196,2.73,433,6.03,1.0
90-120s,7626,6926,193,2.53,507,6.65,1.0
120-150s,7505,6799,171,2.28,535,7.13,1.0
150-180s,7530,6824,161,2.14,545,7.24,1.0
180-210s,7707,6916,165,2.14,626,8.12,1.0
210-240s,7637,6884,164,2.15,589,7.71,1.0
240-270s,8042,7214,162,2.01,666,8.28,1.0
270-300s,7770,6961,163,2.1,646,8.31,1.0
300-330s,7894,7052,172,2.18,670,8.49,1.0
330-360s,9218,8924,105,1.14,189,2.05,1.0
360-390s,9293,9184,100,1.08,9,0.1,1.0
390-420s,9343,9256,87,0.93,0,0.0,1.0
