Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,13074,12819,131,1.0,124,0.95,1.0
30-60s,5071,4562,141,2.78,368,7.26,1.0
60-90s,6010,5318,175,2.91,517,8.6,1.0
90-120s,5844,5153,172,2.94,519,8.88,1.0
120-150s,6177,5467,155,2.51,555,8.98,1.0
150-180s,5881,5203,159,2.7,519,8.83,1.0
180-210s,6270,5515,168,2.68,587,9.36,1.0
210-240s,5914,5261,156,2.64,497,8.4,1.0
240-270s,5942,5240,166,2.79,536,9.02,1.0
270-300s,6342,5599,171,2.7,572,9.02,1.0
300-330s,6155,5402,167,2.71,586,9.52,1.0
330-360s,12635,12037,139,1.1,459,3.63,1.0
360-390s,13034,12771,123,0.94,140,1.07,1.0
390-420s,13832,13491,155,1.12,186,1.34,1.0
