Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,8243,8102,78,0.95,63,0.76,1.0
30-60s,3650,3267,122,3.34,261,7.15,1.0
60-90s,4068,3584,132,3.24,352,8.65,1.0
90-120s,3673,3248,135,3.68,290,7.9,1.0
120-150s,4450,3895,145,3.26,410,9.21,1.0
150-180s,3845,3379,127,3.3,339,8.82,1.0
180-210s,3995,3532,129,3.23,334,8.36,1.0
210-240s,4029,3566,129,3.2,334,8.29,1.0
240-270s,4177,3680,137,3.28,360,8.62,1.0
270-300s,3859,3396,138,3.58,325,8.42,1.0
300-330s,3787,3319,122,3.22,346,9.14,1.0
330-360s,7737,7375,105,1.36,257,3.32,1.0
360-390s,8439,8252,77,0.91,110,1.3,1.0
390-420s,8029,7858,79,0.98,92,1.15,1.0
