Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,11265,11065,97,0.86,103,0.91,1.0
30-60s,4991,4415,156,3.13,420,8.42,1.0
60-90s,5708,5028,164,2.87,516,9.04,1.0
90-120s,5484,4834,158,2.88,492,8.97,1.0
120-150s,5884,5157,160,2.72,567,9.64,1.0
150-180s,6067,5359,170,2.8,538,8.87,1.0
180-210s,5898,5195,158,2.68,545,9.24,1.0
210-240s,5707,4973,157,2.75,577,10.11,1.0
240-270s,6058,5389,149,2.46,520,8.58,1.0
270-300s,5617,4981,161,2.87,475,8.46,1.0
300-330s,5988,5237,163,2.72,588,9.82,1.0
330-360s,10875,10329,131,1.2,415,3.82,1.0
360-390s,11409,11102,135,1.18,172,1.51,1.0
390-420s,11914,11655,118,0.99,141,1.18,1.0
