Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,10006,9823,100,1.0,83,0.83,1.0
30-60s,4610,4117,147,3.19,346,7.51,1.0
60-90s,5511,4855,149,2.7,507,9.2,1.0
90-120s,5751,5076,160,2.78,515,8.95,1.0
120-150s,5541,4831,174,3.14,536,9.67,1.0
150-180s,5782,5069,159,2.75,554,9.58,1.0
180-210s,5551,4908,157,2.83,486,8.76,1.0
210-240s,5517,4828,148,2.68,541,9.81,1.0
240-270s,5906,5201,168,2.84,537,9.09,1.0
270-300s,5591,4942,144,2.58,505,9.03,1.0
300-330s,5574,4934,160,2.87,480,8.61,1.0
330-360s,10094,9501,139,1.38,454,4.5,1.0
360-390s,9910,9644,115,1.16,151,1.52,1.0
390-420s,10145,9899,108,1.06,138,1.36,1.0
