Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,8559,8334,100,1.17,125,1.46,1.0
30-60s,3259,2913,114,3.5,232,7.12,1.0
60-90s,3901,3494,135,3.46,272,6.97,1.0
90-120s,4224,3710,123,2.91,391,9.26,1.0
120-150s,4240,3744,142,3.35,354,8.35,1.0
150-180s,4046,3586,131,3.24,329,8.13,1.0
180-210s,4407,3923,131,2.97,353,8.01,1.0
210-240s,4630,4102,126,2.72,402,8.68,1.0
240-270s,4317,3787,147,3.41,383,8.87,1.0
270-300s,3577,3121,146,4.08,310,8.67,1.0
300-330s,3743,3315,129,3.45,299,7.99,1.0
330-360s,8231,7746,130,1.58,355,4.31,1.0
360-390s,8278,8118,69,0.83,91,1.1,1.0
390-420s,8353,8185,78,0.93,90,1.08,1.0
