Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,10094,9866,112,1.11,116,1.15,1.0
30-60s,3929,3493,139,3.54,297,7.56,1.0
60-90s,4935,4313,152,3.08,470,9.52,1.0
90-120s,5355,4763,142,2.65,450,8.4,1.0
120-150s,5308,4651,153,2.88,504,9.5,1.0
150-180s,4808,4186,150,3.12,472,9.82,1.0
180-210s,5221,4644,148,2.83,429,8.22,1.0
210-240s,5353,4675,154,2.88,524,9.79,1.0
240-270s,5259,4598,143,2.72,518,9.85,1.0
270-300s,5183,4552,150,2.89,481,9.28,1.0
300-330s,5041,4428,144,2.86,469,9.3,1.0
330-360s,9652,9174,124,1.28,354,3.67,1.0
360-390s,10402,10163,105,1.01,134,1.29,1.0
390-420s,10274,9999,119,1.16,156,1.52,1.0
