Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,8514,8333,80,0.94,101,1.19,1.0
30-60s,2917,2623,115,3.94,179,6.14,1.0
60-90s,3519,3115,125,3.55,279,7.93,1.0
90-120s,4990,4360,128,2.57,502,10.06,1.0
120-150s,3628,3134,129,3.56,365,10.06,1.0
150-180s,4244,3711,137,3.23,396,9.33,1.0
180-210s,3885,3398,131,3.37,356,9.16,1.0
210-240s,4400,3853,141,3.2,406,9.23,1.0
240-270s,4158,3635,141,3.39,382,9.19,1.0
270-300s,4026,3583,134,3.33,309,7.68,1.0
300-330s,3843,3373,124,3.23,346,9.0,1.0
330-360s,7290,6945,116,1.59,229,3.14,1.0
360-390s,8351,8189,75,0.9,87,1.04,1.0
390-420s,8432,8256,75,0.89,101,1.2,1.0
