Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,11655,11514,122,1.05,19,0.16,1.0
20-40s,11675,11519,132,1.13,24,0.21,1.0
40-60s,11726,11548,123,1.05,55,0.47,1.0
60-80s,15721,10717,2672,17.0,2332,14.83,20.0
80-100s,12540,11531,125,1.0,884,7.05,1.0
100-120s,11731,11494,128,1.09,109,0.93,1.0
120-140s,11763,11547,118,1.0,98,0.83,1.0
140-160s,16505,3773,5657,34.27,7075,42.87,60.0
160-180s,13274,10493,115,0.87,2666,20.08,1.0
180-200s,11813,11583,132,1.12,98,0.83,1.0
200-220s,11813,11572,117,0.99,124,1.05,1.0
220-240s,16334,56,4882,29.89,11396,69.77,100.0
240-260s,12786,10076,86,0.67,2624,20.52,1.0
260-280s,11931,11576,119,1.0,236,1.98,1.0
280-300s,11911,11580,118,0.99,213,1.79,1.0
