Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,3744,3665,48,1.28,31,0.83,1.0
20-40s,3646,3561,46,1.26,39,1.07,1.0
40-60s,3549,3502,29,0.82,18,0.51,1.0
60-80s,4769,3245,804,16.86,720,15.1,20.0
80-100s,3800,3453,41,1.08,306,8.05,1.0
100-120s,3531,3463,27,0.76,41,1.16,1.0
120-140s,3712,3624,38,1.02,50,1.35,1.0
140-160s,12085,2393,3530,29.21,6162,50.99,60.0
160-180s,5112,3344,101,1.98,1667,32.61,1.0
180-200s,3548,3471,36,1.01,41,1.16,1.0
200-220s,3636,3578,32,0.88,26,0.72,1.0
220-240s,15153,119,3043,20.08,11991,79.13,100.0
240-260s,7167,3015,53,0.74,4099,57.19,1.0
260-280s,3672,3552,44,1.2,76,2.07,1.0
280-300s,3471,3348,39,1.12,84,2.42,1.0
