Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-20s,8901,8790,93,1.04,18,0.2,1.0
20-40s,8832,8727,69,0.78,36,0.41,1.0
40-60s,8936,8805,81,0.91,50,0.56,1.0
60-80s,12148,8139,2128,17.52,1881,15.48,20.0
80-100s,9648,8757,109,1.13,782,8.11,1.0
100-120s,9018,8855,99,1.1,64,0.71,1.0
120-140s,9064,8884,85,0.94,95,1.05,1.0
140-160s,15683,3478,5228,33.34,6977,44.49,60.0
160-180s,10978,8233,114,1.04,2631,23.97,1.0
180-200s,8826,8664,82,0.93,80,0.91,1.0
200-220s,8878,8677,103,1.16,98,1.1,1.0
220-240s,15763,104,4417,28.02,11242,71.32,100.0
240-260s,10430,7773,80,0.77,2577,24.71,1.0
260-280s,9067,8801,80,0.88,186,2.05,1.0
280-300s,9078,8799,94,1.04,185,2.04,1.0
