Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,14303,14041,140,0.98,122,0.85,1.0
30-60s,9593,9033,249,2.6,311,3.24,1.0
60-90s,9135,8391,250,2.74,494,5.41,1.0
90-120s,9526,8642,286,3.0,598,6.28,1.0
120-150s,9853,8859,277,2.81,717,7.28,1.0
150-180s,9870,8795,305,3.09,770,7.8,1.0
180-210s,9928,8959,284,2.86,685,6.9,1.0
210-240s,10219,9049,291,2.85,879,8.6,1.0
240-270s,10541,9301,291,2.76,949,9.0,1.0
270-300s,10563,9296,284,2.69,983,9.31,1.0
300-330s,10253,9140,301,2.94,812,7.92,1.0
330-360s,14299,13739,112,0.78,448,3.13,1.0
360-390s,14865,14486,172,1.16,207,1.39,1.0
390-420s,14834,14479,152,1.02,203,1.37,1.0
