Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,12206,11982,118,0.97,106,0.87,1.0
30-60s,9597,9213,160,1.67,224,2.33,1.0
60-90s,8095,7328,307,3.79,460,5.68,1.0
90-120s,8843,7921,239,2.7,683,7.72,1.0
120-150s,8958,7966,278,3.1,714,7.97,1.0
150-180s,9055,8105,276,3.05,674,7.44,1.0
180-210s,8870,7885,276,3.11,709,7.99,1.0
210-240s,9334,8303,270,2.89,761,8.15,1.0
240-270s,9333,8265,277,2.97,791,8.48,1.0
270-300s,9263,8257,251,2.71,755,8.15,1.0
300-330s,9730,8620,263,2.7,847,8.71,1.0
330-360s,12325,11799,121,0.98,405,3.29,1.0
360-390s,12545,12182,135,1.08,228,1.82,1.0
390-420s,12729,12405,145,1.14,179,1.41,1.0
