Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,7285,7132,78,1.07,75,1.03,1.0
30-60s,6226,5833,164,2.63,229,3.68,1.0
60-90s,5551,5155,156,2.81,240,4.32,1.0
90-120s,5435,4894,199,3.66,342,6.29,1.0
120-150s,5553,5009,173,3.12,371,6.68,1.0
150-180s,5590,5038,182,3.26,370,6.62,1.0
180-210s,5736,5096,188,3.28,452,7.88,1.0
210-240s,5288,4777,195,3.69,316,5.98,1.0
240-270s,5820,5210,205,3.52,405,6.96,1.0
270-300s,5567,4969,188,3.38,410,7.36,1.0
300-330s,5397,4810,172,3.19,415,7.69,1.0
330-360s,7028,6746,76,1.08,206,2.93,1.0
360-390s,7858,7628,79,1.01,151,1.92,1.0
390-420s,7914,7723,78,0.99,113,1.43,1.0
