Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,13481,13249,133,0.99,99,0.73,1.0
30-60s,9896,9314,232,2.34,350,3.54,1.0
60-90s,8756,7936,268,3.06,552,6.3,1.0
90-120s,8981,8034,264,2.94,683,7.6,1.0
120-150s,8984,8046,260,2.89,678,7.55,1.0
150-180s,9112,8183,265,2.91,664,7.29,1.0
180-210s,9527,8485,260,2.73,782,8.21,1.0
210-240s,9363,8308,275,2.94,780,8.33,1.0
240-270s,9390,8331,241,2.57,818,8.71,1.0
270-300s,9310,8310,256,2.75,744,7.99,1.0
300-330s,9351,8350,257,2.75,744,7.96,1.0
330-360s,13580,12958,156,1.15,466,3.43,1.0
360-390s,14059,13707,142,1.01,210,1.49,1.0
390-420s,14023,13702,139,0.99,182,1.3,1.0
