Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,13425,13165,129,0.96,131,0.98,1.0
30-60s,9174,8451,296,3.23,427,4.65,1.0
60-90s,8308,7549,267,3.21,492,5.92,1.0
90-120s,8608,7728,284,3.3,596,6.92,1.0
120-150s,8965,8022,274,3.06,669,7.46,1.0
150-180s,9030,8051,257,2.85,722,8.0,1.0
180-210s,9215,8189,247,2.68,779,8.45,1.0
210-240s,9237,8197,261,2.83,779,8.43,1.0
240-270s,8777,7809,246,2.8,722,8.23,1.0
270-300s,9218,8144,252,2.73,822,8.92,1.0
300-330s,8902,7948,257,2.89,697,7.83,1.0
330-360s,13106,12620,132,1.01,354,2.7,1.0
360-390s,13372,13028,126,0.94,218,1.63,1.0
390-420s,13425,13092,149,1.11,184,1.37,1.0
