Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,14072,13818,137,0.97,117,0.83,1.0
30-60s,10228,9582,255,2.49,391,3.82,1.0
60-90s,9870,8876,300,3.04,694,7.03,1.0
90-120s,10406,9411,259,2.49,736,7.07,1.0
120-150s,10038,9017,269,2.68,752,7.49,1.0
150-180s,10309,9191,283,2.75,835,8.1,1.0
180-210s,10167,8994,292,2.87,881,8.67,1.0
210-240s,10154,9035,277,2.73,842,8.29,1.0
240-270s,10230,9118,283,2.77,829,8.1,1.0
270-300s,10338,9111,295,2.85,932,9.02,1.0
300-330s,10348,9232,280,2.71,836,8.08,1.0
330-360s,14221,13668,142,1.0,411,2.89,1.0
360-390s,14424,14054,155,1.07,215,1.49,1.0
390-420s,14349,13963,147,1.02,239,1.67,1.0
