Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,2274,2249,19,0.84,6,0.26,1.0
30-60s,2085,2051,18,0.86,16,0.77,1.0
60-90s,2431,2373,20,0.82,38,1.56,1.0
90-120s,2381,2334,24,1.01,23,0.97,1.0
120-150s,3273,2155,553,16.9,565,17.26,20.0
150-180s,3483,2114,560,16.08,809,23.23,20.0
180-210s,3543,2180,525,14.82,838,23.65,20.0
210-240s,4684,2159,514,10.97,2011,42.93,20.0
240-270s,3050,1956,478,15.67,616,20.2,20.0
270-300s,3065,1940,488,15.92,637,20.78,20.0
300-330s,3389,2139,552,16.29,698,20.6,20.0
330-360s,3204,2026,485,15.14,693,21.63,20.0
360-390s,3439,2148,555,16.14,736,21.4,20.0
390-420s,3495,2167,541,15.48,787,22.52,20.0
420-450s,2237,2080,16,0.72,141,6.3,1.0
450-480s,2418,2371,24,0.99,23,0.95,1.0
480-510s,2470,2416,20,0.81,34,1.38,1.0
510-540s,2147,2111,18,0.84,18,0.84,1.0
