Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,15632,15443,167,1.07,22,0.14,1.0
30-60s,15779,15586,132,0.84,61,0.39,1.0
60-90s,15899,15626,144,0.91,129,0.81,1.0
90-120s,15909,15625,147,0.92,137,0.86,1.0
120-150s,21858,14513,3617,16.55,3728,17.06,20.0
150-180s,22733,14539,3603,15.85,4591,20.2,20.0
180-210s,22903,14557,3752,16.38,4594,20.06,20.0
210-240s,22739,14577,3602,15.84,4560,20.05,20.0
240-270s,22679,14451,3605,15.9,4623,20.38,20.0
270-300s,22591,14587,3610,15.98,4394,19.45,20.0
300-330s,22670,14569,3622,15.98,4479,19.76,20.0
330-360s,22527,14611,3545,15.74,4371,19.4,20.0
360-390s,22430,14553,3602,16.06,4275,19.06,20.0
390-420s,22844,14503,3699,16.19,4642,20.32,20.0
420-450s,16749,15628,179,1.07,942,5.62,1.0
450-480s,15914,15602,162,1.02,150,0.94,1.0
480-510s,15979,15693,154,0.96,132,0.83,1.0
510-540s,15966,15647,170,1.06,149,0.93,1.0
