Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,12685,12548,109,0.86,28,0.22,1.0
30-60s,13059,12848,130,1.0,81,0.62,1.0
60-90s,13141,12898,122,0.93,121,0.92,1.0
90-120s,13117,12864,130,0.99,123,0.94,1.0
120-150s,17873,11782,2989,16.72,3102,17.36,20.0
150-180s,18752,12012,2888,15.4,3852,20.54,20.0
180-210s,18516,11919,2899,15.66,3698,19.97,20.0
210-240s,18878,11995,3075,16.29,3808,20.17,20.0
240-270s,19203,12134,3070,15.99,3999,20.82,20.0
270-300s,18358,11847,2928,15.95,3583,19.52,20.0
300-330s,19140,12180,3066,16.02,3894,20.34,20.0
330-360s,18960,12132,3022,15.94,3806,20.07,20.0
360-390s,18625,11944,2943,15.8,3738,20.07,20.0
390-420s,18601,12021,2994,16.1,3586,19.28,20.0
420-450s,13741,12779,235,1.71,727,5.29,1.0
450-480s,12939,12725,128,0.99,86,0.66,1.0
480-510s,13158,12918,128,0.97,112,0.85,1.0
510-540s,13288,13003,154,1.16,131,0.99,1.0
