Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,4230,4143,52,1.23,35,0.83,1.0
30-60s,4193,4116,44,1.05,33,0.79,1.0
60-90s,4406,4298,50,1.13,58,1.32,1.0
90-120s,4381,4299,43,0.98,39,0.89,1.0
120-150s,6038,4035,1011,16.74,992,16.43,20.0
150-180s,6348,4008,1024,16.13,1316,20.73,20.0
180-210s,6014,3830,962,16.0,1222,20.32,20.0
210-240s,6256,4015,1007,16.1,1234,19.73,20.0
240-270s,6007,3928,929,15.47,1150,19.14,20.0
270-300s,6419,3988,1086,16.92,1345,20.95,20.0
300-330s,6558,4102,1069,16.3,1387,21.15,20.0
330-360s,6274,3967,1018,16.23,1289,20.55,20.0
360-390s,6539,4151,1037,15.86,1351,20.66,20.0
390-420s,5951,3893,913,15.34,1145,19.24,20.0
420-450s,4540,4224,67,1.48,249,5.48,1.0
450-480s,4314,4218,47,1.09,49,1.14,1.0
480-510s,4330,4265,30,0.69,35,0.81,1.0
510-540s,4355,4264,48,1.1,43,0.99,1.0
