Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-30s,16748,16545,181,1.08,22,0.13,1.0
30-60s,17202,16865,207,1.2,130,0.76,1.0
60-90s,17203,16929,171,0.99,103,0.6,1.0
90-120s,17203,16919,164,0.95,120,0.7,1.0
120-150s,23477,15740,3817,16.26,3920,16.7,20.0
150-180s,23979,15635,3723,15.53,4621,19.27,20.0
180-210s,23470,14965,3770,16.06,4735,20.17,20.0
210-240s,23477,15101,3758,16.01,4618,19.67,20.0
240-270s,23198,14874,3735,16.1,4589,19.78,20.0
270-300s,23076,14609,3757,16.28,4710,20.41,20.0
300-330s,22914,14810,3583,15.64,4521,19.73,20.0
330-360s,22827,14777,3573,15.65,4477,19.61,20.0
360-390s,22211,14260,3550,15.98,4401,19.81,20.0
390-420s,22986,14844,3670,15.97,4472,19.46,20.0
420-450s,18049,16855,242,1.34,952,5.27,1.0
450-480s,17229,16883,186,1.08,160,0.93,1.0
480-510s,17112,16813,160,0.94,139,0.81,1.0
510-540s,17203,16875,166,0.96,162,0.94,1.0
