Time Range,Total Requests,Success,Errors,Error %,Rejected,Rejected %,Target Error Rate %
0-60s,34505,34066,340,0.99,99,0.29,1.0
60-120s,35335,34409,508,1.44,418,1.18,1.5
120-180s,35967,34586,746,2.07,635,1.77,2.0
180-240s,36252,34595,884,2.44,773,2.13,2.5
240-300s,36442,34483,1039,2.85,920,2.52,3.0
300-360s,36661,34445,1210,3.3,1006,2.74,3.5
360-420s,36780,34359,1358,3.69,1063,2.89,4.0
420-480s,36974,34118,1611,4.36,1245,3.37,4.5
480-540s,37202,34002,1825,4.91,1375,3.7,5.0
540-600s,35120,34475,371,1.06,274,0.78,1.0
